Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_088.jpg;-12.98249;0;0;0;99.66999;85.58898;0.0002303019;45.41211;5.861103E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_153.jpg;-15;0;0;0;99.66999;85.58898;0.0002292588;42.71213;6.128391E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_220.jpg;-11.12753;0;0;0;99.66999;85.58898;0.0002297204;39.81009;6.015138E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_287.jpg;-6.891532;0;0;0;99.66999;85.58898;0.000231107;38.43851;5.414421E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_354.jpg;-3.082309;0;0;0;99.66999;85.58898;0.000233337;37.64697;4.524913E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_420.jpg;0.9347391;0;0;0;99.66999;85.58898;0.0002384906;37.63719;3.014469E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_486.jpg;5.04786;0;0;0;99.66999;85.58898;0.0002420944;38.4212;1.628896E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_553.jpg;8.941269;0;0;0;99.66999;85.58898;0.0002441278;39.78774;4.225095E-07
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_620.jpg;12.91968;0;0;0;99.66999;85.58898;0.0002452556;42.65004;-2.303882E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_687.jpg;8.904047;0;0;0;99.66999;85.58898;0.0002428921;44.37235;-3.763195E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_753.jpg;4.894667;0;0;0;99.66999;85.58898;0.0002420151;45.49207;-4.689519E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_820.jpg;0.841012;0;0;0;99.66999;85.58898;0.0002396314;45.94129;-5.230183E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_886.jpg;0;0;0;0;99.66999;85.58898;0.0002396737;45.94129;-5.297548E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_08_952.jpg;-2.020741;0;0;0;99.66999;85.58898;0.0002395348;45.82005;-5.222504E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_020.jpg;-6.013498;0;0;0;99.66999;85.58898;0.0002404815;44.62623;-4.637203E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_087.jpg;-2.026792;0;0;0;99.66999;85.58898;0.000239605;44.14405;-4.332079E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_155.jpg;0;0;0;0;99.66999;85.58898;0.0002393217;44.14405;-4.100724E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_220.jpg;0;0;0;0;99.66999;85.58898;0.0002383731;44.14405;-3.712104E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_286.jpg;0;0;0;0;99.66999;85.58898;0.0002375342;44.14405;-3.376787E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_352.jpg;0;0;0;0;99.66999;85.58898;0.0002369636;44.14405;-2.995352E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_419.jpg;0;0;0;0;99.66999;85.58898;0.0002363384;44.14405;-2.436622E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_489.jpg;0;0;0;0;99.66999;85.58898;0.0002358549;44.14405;-1.99357E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_552.jpg;0;0;0;0;99.66999;85.58898;0.0002354073;44.14405;-1.531616E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_620.jpg;0;0.09948921;0;0;99.67023;85.5892;0.007505918;44.14484;-8.988594E-06
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_686.jpg;0;0.308193;0;0.01234287;99.67128;85.59023;0.03870662;44.11931;3.621618E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_753.jpg;0;0.5054276;0;0.04162837;99.67361;85.59248;0.1053701;44.17387;-5.271727E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_819.jpg;0;0.7064853;0;0.05621036;99.67898;85.59769;0.251544;44.16858;-9.267535E-05
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_886.jpg;0;0.9019017;0;0.08865549;99.68569;85.60423;0.4273648;44.35295;-0.001300093
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_09_954.jpg;0;1;0;0.1596553;99.69491;85.61317;0.6347876;44.27491;0.0001627072
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_020.jpg;0;1;0;0.2117189;99.71149;85.62925;0.9671488;44.29631;-0.001013547
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_087.jpg;0;1;0;0.2519368;99.72652;85.64375;1.222263;44.18578;-0.0004868952
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_154.jpg;0;1;0;0.317815;99.74155;85.6587;1.325558;44.03751;-0.0008424198
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_219.jpg;0;1;0;0.3934156;99.76143;85.67852;1.138442;43.87952;0.0006373878
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_288.jpg;0;1;0;0.4312666;99.77969;85.69607;1.052977;43.95408;-0.001462468
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_354.jpg;0;1;0;0.5152773;99.80188;85.71742;1.065242;44.01223;-0.0003051967
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_419.jpg;0;1;0;0.5592867;99.83484;85.74909;1.134117;44.05709;-0.0002728608
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_489.jpg;0;1;0;0.5891515;99.86213;85.77529;1.211637;44.01653;0.000106025
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_553.jpg;0;1;0;0.6590294;99.89095;85.80305;1.245472;44.01116;-0.001793962
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_620.jpg;0;1;0;0.7193269;99.93183;85.84239;1.203657;44.09285;-0.000598654
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_688.jpg;0;1;0;0.7642147;99.96545;85.87464;1.192017;44.03865;0.0004162781
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_754.jpg;0;1;0;0.8287166;100.0013;85.90905;1.20054;44.0381;-0.0009345805
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_819.jpg;0;1;0;0.8899839;100.0533;85.95895;1.231734;44.04113;-0.0008867954
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_887.jpg;0;1;0;0.9327312;100.0945;85.99849;1.23535;44.03694;-0.0008805253
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_10_956.jpg;0;1;0;0.99724;100.1377;86.03999;1.226584;44.02958;-0.0008811895
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_020.jpg;0;1;0;1.046198;100.1983;86.09814;1.216199;44.0367;-0.0008536457
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_087.jpg;0;1;0;1.08905;100.2465;86.14431;1.226928;44.05174;-0.0007732426
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_154.jpg;0;1;0;1.152582;100.2964;86.19215;1.220986;44.04187;-0.0008268541
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_222.jpg;0;1;0;1.20033;100.3663;86.25926;1.229276;43.99463;-0.0005657286
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_287.jpg;0;1;0;1.248383;100.4211;86.31178;1.231664;43.97495;-0.0009099595
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_354.jpg;0;1;0;1.311545;100.478;86.36629;1.236014;43.9471;-0.0008589894
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_420.jpg;0;1;0;1.360416;100.5571;86.44199;1.242332;43.92063;-0.0008890672
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_488.jpg;0;1;0;1.405554;100.6189;86.50098;1.244562;43.9062;-0.0008230719
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_553.jpg;0;1;0;1.469826;100.6827;86.56196;1.249309;43.89233;-0.0009311014
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_620.jpg;0;1;0;1.51673;100.771;86.64624;1.25444;43.87532;-0.0009375614
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_688.jpg;0;1;0;1.562393;100.8396;86.71169;1.258706;43.86526;-0.0009740705
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_753.jpg;0;1;0;1.625133;100.9102;86.77904;1.262612;43.85274;-0.000970656
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_820.jpg;0;1;0;1.671178;101.0075;86.87175;1.2659;43.8405;-0.001007485
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_888.jpg;0;1;0;1.717339;101.0829;86.94357;1.273607;43.82701;-0.001029158
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_11_952.jpg;0;1;0;1.777619;101.1602;87.0172;1.27579;43.81723;-0.001024355
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_021.jpg;0;1;0;1.823205;101.2665;87.11834;1.283615;43.8019;-0.001068018
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_089.jpg;0;1;0;1.868633;101.3485;87.19631;1.285356;43.79253;-0.001088462
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_154.jpg;0;1;0;1.929707;101.4325;87.27621;1.291946;43.77969;-0.001097165
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_221.jpg;0;1;0;1.9748;101.5475;87.38555;1.296581;43.76643;-0.001130259
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_288.jpg;0;1;0;2.019742;101.6361;87.4697;1.298955;43.75534;-0.00114355
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_356.jpg;0;1;0;2.079326;101.7267;87.5557;1.30326;43.74273;-0.001158977
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_423.jpg;0;1;0;2.123108;101.8504;87.67319;1.308593;43.72823;-0.001178302
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_489.jpg;0;1;0;2.168105;101.9455;87.7634;1.310098;43.71753;-0.001186735
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_554.jpg;0;1;0;2.227063;102.0426;87.85546;1.314691;43.70566;-0.001221645
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_622.jpg;0;1;0;2.27039;102.175;87.98094;1.317379;43.6909;-0.001227144
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_688.jpg;0;1;0;2.31489;102.2765;88.07717;1.322584;43.67936;-0.001258477
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_754.jpg;0;1;0;2.372435;102.38;88.17514;1.323638;43.66868;-0.00125645
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_821.jpg;0;1;0;2.416595;102.5209;88.30855;1.327124;43.65259;-0.001273318
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_888.jpg;0;1;0;2.459808;102.6289;88.41071;1.332988;43.64122;-0.001295845
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_12_953.jpg;0;1;0;2.517243;102.7387;88.51456;1.33596;43.63133;-0.001323656
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_022.jpg;0;1;0;2.560451;102.888;88.65572;1.334394;43.61399;-0.001304226
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_090.jpg;0;1;0;2.603179;103.0022;88.76366;1.336047;43.60196;-0.00130823
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_159.jpg;0;1;0;2.659918;103.1575;88.91028;1.341188;43.58583;-0.001340525
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_221.jpg;0;1;0;2.702317;103.2762;89.02228;1.346028;43.57374;-0.001356594
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_288.jpg;0;1;0;2.744595;103.3967;89.13598;1.350563;43.56174;-0.001372609
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_356.jpg;0;1;0;2.800771;103.5191;89.25137;1.354009;43.54979;-0.001393641
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_421.jpg;0;1;0;2.842749;103.6851;89.40785;1.356293;43.53379;-0.001413872
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_487.jpg;0;1;0;2.884578;103.8117;89.52717;1.356407;43.52154;-0.001412217
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_555.jpg;-1.999798;1;0;2.939824;103.9405;89.64812;1.365098;43.46978;-0.001310221
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_622.jpg;-5.934234;1;0;2.981348;104.1171;89.80902;1.354317;42.78535;0.001314058
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_687.jpg;-1.785893;1;0;3.021683;104.2527;89.93086;1.362367;42.25863;0.0001703226
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_755.jpg;-2.089205;1;0;3.076071;104.39;90.0545;1.367698;42.03768;-0.001559061
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_821.jpg;-6.014943;1;0;3.115109;104.5781;90.21879;1.362424;41.30246;0.0003200955
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_888.jpg;-6.164575;1;0;3.154522;104.7238;90.34053;1.342719;40.37693;359.9741
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_13_954.jpg;-6.266627;1;0;3.20651;104.8731;90.4608;1.298236;39.28661;359.9212
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_023.jpg;-2.417321;1;0;3.248278;105.0758;90.62215;1.220466;38.30849;359.8849
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_089.jpg;0;1;0;3.289361;105.2305;90.74519;1.189113;38.08104;359.8753
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_154.jpg;0;1;0;3.34166;105.3877;90.86989;1.190927;38.04341;359.8715
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_220.jpg;0;1;0;3.380296;105.6005;91.0388;1.224998;38.06894;359.8949
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_288.jpg;0;1;0;3.420204;105.7626;91.1674;1.273631;38.09715;359.929
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_353.jpg;0;1;0;3.472061;105.9267;91.29774;1.341424;38.13166;359.9766
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_422.jpg;0;1;0;3.510807;106.1484;91.47353;1.423862;38.29089;-0.003296371
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_487.jpg;0;1;0;3.550012;106.3167;91.6058;1.427347;38.31263;-0.001994821
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_553.jpg;0;1;0;3.604382;106.4867;91.73916;1.411933;38.30588;-0.001270427
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_620.jpg;0;1;0;3.643532;106.7169;91.91933;1.418704;38.2812;-0.001561817
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_689.jpg;0;1;0;3.68177;106.8917;92.05606;1.424106;38.26181;-0.001565023
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_754.jpg;0;1;0;3.733622;107.0683;92.19413;1.424349;38.24501;-0.001229227
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_821.jpg;0;1;0;3.77196;107.3067;92.38035;1.428326;38.21851;-0.001726493
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_888.jpg;0;1;0;3.811206;107.4878;92.52166;1.434766;38.19948;-0.001611736
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_14_954.jpg;0;1;0;3.862184;107.6706;92.66426;1.437133;38.17989;-0.001638213
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_020.jpg;0;1;0;3.900427;107.9173;92.85651;1.441603;38.15342;-0.001639498
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_089.jpg;0;1;0;3.93785;108.1045;93.00223;1.442574;38.13322;-0.001658447
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_157.jpg;0;1;0;3.988273;108.357;93.19862;1.447249;38.10531;-0.001672489
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_221.jpg;0;1;0;4.026481;108.5485;93.34749;1.452495;38.08467;-0.001311925
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_286.jpg;0;1;0;4.063505;108.7418;93.49761;1.454982;38.06208;-0.001702066
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_354.jpg;0;1;0;4.113394;108.937;93.64908;1.459341;38.04099;-0.001332639
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_420.jpg;0;1;0;4.151195;109.2;93.853;1.461952;38.0114;-0.001347053
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_487.jpg;0;1;0;4.18818;109.3995;94.00743;1.464414;37.98705;-0.001855269
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_552.jpg;0;1;0;4.237532;109.6007;94.16317;1.467671;37.96435;-0.001751985
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_620.jpg;0;1;0;4.273886;109.8718;94.37281;1.473623;37.93361;-0.001288877
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_686.jpg;0;1;0;4.310472;110.0773;94.53146;1.475548;37.90808;-0.001779801
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_754.jpg;0;1;0;4.359643;110.2846;94.69142;1.480329;37.88332;-0.001795231
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_820.jpg;0;1;0;4.395619;110.5637;94.90662;1.485605;37.85117;-0.001316801
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_886.jpg;0;1;0;4.431818;110.7752;95.06944;1.489802;37.82542;-0.001341572
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_15_953.jpg;0;1;0;4.480464;110.9884;95.23346;1.490055;37.79863;-0.00184739
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_16_019.jpg;0;1;0;4.516389;111.2756;95.45412;1.497287;37.76179;-0.001257558
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_16_088.jpg;0;1;0;4.55267;111.4928;95.62086;1.486483;37.72852;-0.001333083
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_16_153.jpg;0;1;0;4.599961;111.712;95.78891;1.487144;37.69588;-0.001343225
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_16_221.jpg;0;1;0;4.635143;112.0072;96.01495;1.504064;37.65252;-0.001375156
/home/austin/Udacity/RoboND/RoboND-Rover-Project/IMG/robocam_2018_08_01_13_34_16_289.jpg;0;1;0;4.670731;112.2304;96.18562;1.493266;37.62016;-0.001510999
